firstName	lastName	bio	birth	death	image	nid
Anaïs	Nin, born Angela Anaïs Juana Antolina Rosa Edelmira Nin y Culmell	French-born American Novelist, Short-Story Writer, Dancer	1914	1977	22158_Nin-Anais[1].jpg	240442
Kwame	Nkrumah	Ghana Leader and its predecessor state, the Gold Coast	1909	1972	Nkrumah[1].jpg	240458
Alex	Noble	Australian Artist living in Japan	NULL	NULL	IMG_4032[1].jpg	240460
Nel	Noddings	American Feminist, Educationalist and Philosopher	1929	NULL	Noddings[1].gif	240465
Charles	Nodier	French Writer on Romantic Movement	1780	1844	182px-Charles_Nodier[1].jpg	240467
Peggy	Noonan, born Margaret Ellen Noonan	American Author, Columnist for the Wall Street Journal, Speech Writer and Special Assistant to President Ronald Reagan	1950	NULL	peggy[1].jpg	240471
John	Norcross	American Clinical Psychologist and Professor of Psychology, Specialist in Psychotherapy	1957	NULL	norcross_3[1].jpg	240473
Eleanor Holmes	Norton	American Delegate to Congress representing the District of Columbia	1937	NULL	680px-Eleanor_Holmes_Norton-540x444[1].jpg	240475
Daniel	O’Connell	Irish Politician	1775	1847	225px-Daniel_O%27Connell[1].png	240479
Luke	O’Neill	Facilitator in Outward Bound Professional and Outward Bound Peacebuilding Programs, President of Mertas' K-12 School, CEO and Founder of Shackleton Schools, Inc.	NULL	NULL	Echoing-Green-Fellow-1997-luke-O%27Neil-2[1].jpg	240483
P. J.	O'Rourke	American Political Satirist, Journalist, Writer and Author	1947	NULL	rourke[1].jpg	240485
Ann	Oakley	British Sociologist, Feminist, and Writer, Professor and Founder-Director of the Social Science Research Unit at the Institute of Education, University of London	1944	NULL	Ann%20Oakley[1].jpg	240487
Robert	Orben	American Professional Comedy Writer, Magician and Speechwriter for President Gerald Ford	1927	NULL	113[1].jpg	240494
Origen, fully Origenes Adamantius	NULL	Egyptian-born Early Christian Alexandrian Scholar and Theologian	c. 182	c. 251	origen[1].jpg	240496
José	Ortega y Gasset	Spanish Liberal Philosopher and Essayist	1883	1955	200px-JoseOrtegayGasset[2].jpg	240500
Herbert	Otto	NULL	NULL	NULL	change-sign[1].jpg	240509
Ovid, formally Publius Ovidius Naso	NULL	Roman Poet, Man of Letters	43 B.C.	17 A.D.	ovid_1791883i[1].jpg	240513
Irving	Oyle	Author and Physician	NULL	NULL	51LiK6CbhZL._SL500_AA300_[1].jpg	240518
David	Packard	Co-founder of Hewlett-Packard, President and CEO, U.S. Deputy Secretary of Defense, awarded Presidential Medal of Freedom, Hoover Medal, Sylvanus Thayer Award, John Fritz Medal, Public Welfare Medal	1912	1996	main[1].jpg	240520
Clementine	Paddleford	American Food Writer	1898	1967	Paddleford3[1].jpg	240522
Larry	Page, formally Lawrence Page	American Computer Scientist and Internet Entrepreneur, Co-founder and CEO of Google	1973	NULL	XFXI[1].jpg	240524
Satchel	Paige, fully Leroy Robert "Satchel" Paige	American Baseball Player, Oldest Rookie to ever appear in the Major Leagues	1906	1982	satchelpaige_1[1].jpg	240526
Lord	Paget, Sir James Paget, 1st Baronet	British Surgeon and Pathologist best remembered for Paget's Disease	1814	1899	HenryWilliamPaget[1].jpg	240528
Marcel	Pagnol	French Playwright, Screenwriter, Film Critic	1895	1974	34082261_130788418183[1].jpg	240530
Pāli	Canon or Tipitaka or Pāli  Tipitaka	The Pāli Canon of Buddhism is traditionally known as the Tipitaka was preserved orally until it was committed to writing in 29 B.C. is the collection of primary Pali language texts which form the doctrinal foundation of Theravada Buddhism, The three pitakas are as follows: Vinaya Pitaka ("Discipline Basket"), dealing with rules for monks and nuns, Sutta Pitaka (Sutra/Sayings Basket), discourses, mostly ascribed to the Buddha, but some to disciples, Abhidhamma Pitaka, variously described as philosophy, psychology, and metaphysics	c. 500 B.C.	c. 240 B.C.	History-of-the-Pali-Canon-3-520x387[1].jpg	240532
Helen	Palmer	Teacher of Psychology and Intuition, Co-founder of the Trifold School of Enneagram Studies with David Daniels, M.D. Best-selling author of The Enneagram: Understanding Yourself and Others in Your Life	NULL	NULL	helen_palmer[1].jpg	240535
Charles	Panati	American College Professor, Industrial Physicist, Author and Science Editor of Newsweek	1943	NULL	mqdefault[1].jpg	240539
Daniel V.	Papero, aka "Dan"	American Faculty Member of Georgetown Family Center, Consultant, Editorial Board of Family Systems and Family Business Client	NULL	NULL	dvp[1].jpg	240547
Michael	Parenti	American Political Scientist, Writer, Historian and Culture Critic	1933	NULL	MP%202009%20portrait%20BW[1].jpg	240554
Dorothy 	Parker, born Dorothy Rothschild	American Writer, Poet, Critic and Satirist	1893	1967	dorothy75[1].jpg	240556
Alice Beal	Parsons	Author living in Nyack, NY, Harpers Magazine	1886	1962	!B-zENwgB2k~$(KGrHqN,!lkEy+jC1zVuBM9tP(sgF!~~0_3[1].JPG	240558
Blaise	Pascal	French Catholic Philosopher, Scientist, Mathematician, Inventor, Writer	1623	1662	blaise-pascal3[1].jpg	240560
Louis	Pasteur	French Chemist and Microbiologist who created the first vaccine for Rabies and Anthrax	1822	1895	LouPasteurpf[1].jpg	240575
Eboo	Patel	Indian-American Sociologist, Founder and Director of Interfaith Youth Core, Member of President Barack Obama's Inaugural Advicsory Council on Faith-Based Neighborhood Partnerships	1975	NULL	eboo(1)[1].jpg	240579
Patroclus or Patroklos	NULL	In Greek mythology, as recorded in the Iliad by Homer, Patroclus, or Patroklos was the son of Menoetius, grandson of Actor, King of Opus, and was Achilles' beloved comrade and brother-in-arms	NULL	NULL	250px-Akhilleus_Patroklos_Antikensammlung_Berlin_F2278[1].jpg	240588
Linus	Pauling, fully Linus Carl Pauling	American Chemist, Biochemist, Peace Activist, Author and Educator.  Winner of two Nobel Prizes and Lenin Peace Prize.	1901	1994	linus_pauling[1].jpg	240595
Tom	Payne	Career Development Expert	NULL	NULL	careerDevelopmentMain[1].jpg	240597
Octavio	Paz, born Octavio Paz Lozano	Mexican Writer, Poet, Diplomat and Winner of Nobel Prize for Literature	1914	1998	octavio_paz[1].jpg	240599
Norman Vincent	Peale	American Minister, Professional Speaker and Motivational/Inspirational Writer advocating "Positive Thinking"	1898	1994	112403-004-BAAB8580[1].jpg	240601
Joseph Chilton	Pearce, aka Joe	American Author, Public Speaker	1926	NULL	13-pearce[1].jpg	240607
Fran	Peavey	American Author on Politics and Social Change	1941	2010	fran-peavey[1].jpg	240609
M. Scott	Peck, fully Morgan Scott Peck	American Psychiatrist and best-selling Author, known for The Road Less Traveled	1936	2005	scott-peck[1].jpg	240611
Mike	Pence, formally Michael Richard "Mike" Pence	American Politician, U.S. Representative for Indiana	1949	NULL	Mike_Pence[1].jpg	240628
Pericles	NULL	Greek Statesman, Orator and General of Athens	495 B.C.	429 B.C.	pericles[1].jpg	240630
Ralph Barton	Perry	American Philosopher and Educator	1876	1957	russell[1].jpg	240633
Saint Peter of Alcántara	NULL	Spanish Franciscan Friar and Saint	1499	1562	saint-peter[2].jpg	240635
Laurence J.	Peter, fully Laurence Johnston Peter	Canadian-born American Business Author, Educator and Hierarchiologist best known for the formulation of the Peter Principle	1919	1990	ljp[1].jpg	240637
Christopher	Peterson and Martin E. P. Seligman	Authors of "Character Strengths and Virtues"	2004	NULL	mihaly-csikszentmihalyi--christopher-peterson-a-martin-seligman[1].jpg	240641
John Antoine	Petit-Senn	French-Swiss Poet	1792	1870	french-swiss-fondue[1].jpg	240643
Christopher R.	Phillips	American Creator of the Socrates Cafe discussion groups, Author, Counselor, Speaker	c. 1960	NULL	ChrisPhillips[1].jpg	240652
Jan	Phillips	Author, Public Speaker, Workshop Leader	NULL	NULL	jan_headshot_09[1].jpg	240654
Wendell	Phillips	American Orator, Abolitionist, Reformer, Advocate for Native Americans and Lawyer	1811	1884	WPhilips[1].jpg	240663
Massimo	Pigliucci	American Chair of the Department of Philosophy at CUNY-Lehman College, Editor in Chief for the journal Philosophy & Theory in Biology	1964	NULL	Massimo-outdoor[1].jpg	240669
Peace	Pilgrim, born Mildred Lisette Norman Ryder	American Peace Activist, Pacifist, Vegetarian and first woman to hike the entire Appalachian Trail	1908	1981	pportcolor[1].jpg	240671
Pindar	NULL	Ancient Greek Lyric Poet, greatest of the canonical nine lyric poets of ancient Greece	518 B.C.	443 B.C.	10040640[1].jpg	240673
Mary 	Pipher, aka Mary Elizabeth Pipher or Mary Bray Pipher	American Clinical Psychologist and Author of Seeking Peace: The Chronicles of the Worst Buddhist in the World	1947	NULL	marypipherlrg[1].jpg	240676
Pirke Avot, "Verses of the Fathers" or "Ethics of the Fathers"	NULL	Compilation of the Ethical Teachings and Maxims of the Rabbis of the Mishnaic period is the only nonlegal tractate of the Mishnah, recorded by Rabbi Judah HaNassi in 200 BCE, the end of 400-600 years of exegesis and teaching	200 B.C.	NULL	pirkei-avot-b-1[1].jpg	240678
Belva	Plain	American Novelist and Short Story Writer 	1915	2010	6726[1].jpeg	240682
Max	Planck, fully Max Karl Ernst Ludwig Planck	German Physicist, Founder of Quantum Theory and Planck’s Constant, Nobel Prize in Physics	1858	1947	483px-Max_Planck_1933[1].jpg	240684
Plato	NULL	Classical Greek Philosopher, Mathematician, Writer of Philosophical Dialogues, Founder of the Academy in Athens, the first institution of higher learning in the Western world, Student of Socrates	c. 427 B.C.	c. 347 B.C.	plato[1].jpg	240686
Gary	Player	South African Professional Golfer, Winner of nine major championships, nine Champions Tour Events and 165 Tournaments on Six Continents, inducted into the World Golf Hall of Fame	1935	NULL	Gary_Player_Golf-swing[1].jpg	240702
Barbara A	Pletcher	American Author	1946	NULL	155939[1].jpg	240704
Plutarch, named Lucius Mestrius Plutarchus after becoming Roman citizen	NULL	Greek Biographer, Essayist, Historian and Middle Platonist	c. 46	120	full[1].jpg	240709
Norman B.	Podhoretz	American Neoconservative Pundit and Writer for Commentary Magazine, Literary Critic and Essayist	1030	NULL	podhoretzn[1].jpg	240716
John Charles	Polanyi	Canadian Chemist, Nobel Laureate in Chemistry	1929	NULL	polanyi[1].jpg	240718
Erin	Polgreen	American AUthor and Strategist, Founder of Symbolla: The Table Magazine of Illustrated Journalism, Managing Director at The Media Consortium	1982	NULL	Erin-Polgreen[1].jpg	240720
Polybius	NULL	Greek Historian of the Hellenistic Period noted for his book "The Histories" and promoting separation of powers in government	c. 200 B.C.	118 B.C.	10088418-statue-of-the-greek-historian-polybius-vienna-austria[1].jpg	240722
Arthur	Ponsonby, 1st Baron Ponsonby of Shulbrede	British Politician, Writer, and Social Activist	1871	1946	50711514_127058437911[1].jpg	240724
Mary Pettibone	Poole	Author of book of Epigrams with title, A Glass Eye at a Keyhole, published in 1938	fl. 1938	NULL	happyhat[1].jpg	240727
Pope John Paul II, born Karol Józef Wojtyła, aka Saint John Paul the Great 	NULL	Polish-born Pope, Improved Catholic Church's Relations with Judaism, Islam the Eastern Orthodox Church and Anglican Communion, praised for his orthodox Catholic stances	1920	2005	pope-john-paul-II_t[1].jpg	240729
Karl	Popper, fully Sir Karl Raimund Popper	Austro-British Scientific Philosopher and Professor at the London School of Economics	1902	1994	200px-Karl_Popper[1].jpg	240735
Neil	Postman and Charles Weingartner	American Authors of book, "Teaching as a Subversive Activity"	1996	NULL	51KC3CHNJGL._SL500_[1].jpg	240740
Virginia	Postrel	American Political and Cultural Writer	1960	NULL	640x-1[1].jpg	240742
Ezra	Pound, fully Ezra Weston Loomis Pound	American Expatriate Poet and Critic	1885	1972	ezra-pound-american-poet-web4[1].jpg	240744
Colin 	Powell, fully Colin Luther Powell	American Four Star General, Secretary of State, Chairman of the Joint Chiefs of Staff, National Security Advisor, Commander of the U.S. Army Forces Command 	1937	NULL	Colin-Powell-9445708-3-402[1].jpg	240749
Powhatan, proper name was Wahunsenacawh, also spelled Wahunsonacock	NULL	Chief of Powhatan Indian Tribe in Virginia, united the Tribes to form the Powhatan Confederacy, called Algonquian	c. 1545	1618	00005509[1].jpg	240752
Eswar S	Prasad	Professor of Trade Policy at Cornell University, Author, Senior Fellow at the Brookings Institution, head of the International Monetary Fund's China division	1965	NULL	facpic_prasad[1].jpg	240754
Hugh	Prather	American Contemporary Author	1938	NULL	NULL	240756
Max 	DePree, alternatively De Pree or Depree	American Businessman and Writer, Founder of Herman Miller Office Furniture Company	1924	NULL	DePreeChairFinal[1].jpg	240758
P. D.	Premasiri, fully Pahalawattage Don Premasiri	Sri Lankan Buddhist Scholar, Professor of Buddhist Studies at Universityh of Peradeniya, President of the Buddhist Publication Society	NULL	NULL	prof_p_d_premasiri_small[1].png	240760
Brand	Pretorious	CEO of McCarthy Limited, Leading Motor Retail Group in South Africa	1948	NULL	web_Brand_Pretorius[1].jpg	240763
Armenian	Proverbs	NULL	NULL	NULL	armenian_flag_with_coat_of_arms_sticker-p217413366355761809enqyb_210[1].jpg	240766
Bob	Proctor	Success and Motivational Leader, Business Development Consultant, Author of "You Were Born Rich"	1935	NULL	Bob-Proctor[1].jpg	240768
Ira	Progoff	American Psychotherapist	1921	1998	progoff3OK[1].jpg	240771
Marcel	Proust, fully Valentin Louis Georges Eugène Marcel Proust 	French Novelist, Critic and Essayist	1871	1922	ThC-0090[1].jpg	240773
Persian	Proverbs	NULL	NULL	NULL	Persian_warriors_from_Berlin_Museum[1].jpg	240783
Akan	Proverbs	NULL	NULL	NULL	fb10[1].jpg	240803
Albanian	Proverbs	NULL	NULL	NULL	flag-albania-XL[1].jpg	240805
American	Proverbs	NULL	NULL	NULL	usa_flag[1].jpg	240807
Australian Aboriginal	Proverbs	NULL	NULL	NULL	australia-aborigines-460[1].jpg	240823
Bemba	Proverbs	NULL	NULL	NULL	3fd330d7a1230[1].jpg	240825
Buddhist	Proverbs	NULL	NULL	NULL	monks-stefano-liboni[1].jpg	240829
Burmese	Proverbs	NULL	NULL	NULL	mmmonk[1].jpg	240832
Chinese	Proverbs	NULL	NULL	NULL	ChineseProverbs-1024x771[1].jpg	240834
Czech	Proverbs	NULL	NULL	NULL	Prague-Night-view-Czech-Republic-485x728[1].jpg	240864
Danish	Proverbs	NULL	NULL	NULL	4266261449_10223bfe4b_o[1].jpg	240866
Dutch	Proverbs	NULL	NULL	NULL	19597_272674499529600_1604268465_n[1].jpg	240871
Egyptian	Proverbs	NULL	NULL	NULL	1ef9acf932b62aff_Spinx_Temple_in_Egypt[1].jpg	240880
English	Proverbs	NULL	NULL	NULL	English_Proverbs_2[1].jpg	240883
Estonian	Proverbs	NULL	NULL	NULL	Estonia[1].jpg	240927
Finnish	Proverbs	NULL	NULL	NULL	old_kantele_player1[1].jpg	240930
French	Proverbs	NULL	NULL	NULL	french_guy[1].gif	240932
German	Proverbs	NULL	NULL	NULL	tumblr_lvwdyvFzk61r4yqsuo1_400[1].gif	240950
Greek	Proverbs	NULL	NULL	NULL	c04039[1].gif	240965
Haida	Proverbs	NULL	NULL	NULL	Haida-Shamans-800x551[1].jpg	240970
Hasidic	Proverbs	NULL	NULL	NULL	original[1].jpg	240972
Hausa	Proverbs	NULL	NULL	NULL	p12070[1].jpg	240974
Hebrew	Proverbs	NULL	NULL	NULL	Dore_Solomon_Proverbs[1].png	240977
Hindu	Proverbs	NULL	NULL	NULL	il_fullxfull.334932558[1].jpg	240982
Hopi	Proverbs	NULL	NULL	NULL	8694_510155699027580_2083212949_n[1].jpg	240990
Hungarian	Proverbs	NULL	NULL	NULL	1956-hungarian-rev-statue[1].jpg	240992
Ibo	Proverb	Nigerian West African Proverb	NULL	NULL	IboSpiritMask2Nigeria[1].jpg	240996
Icelandic	Proverbs	NULL	NULL	NULL	tumblr_mao0s5NjDj1qgqgqvo1_500[1].jpg	240998
Irish	Proverbs	NULL	NULL	NULL	irish-proverb1[1].jpg	241000
Italian	Proverbs	NULL	NULL	NULL	italian_flag[1].gif	241017
Jabo	Proverbs	NULL	NULL	NULL	work.1730912.2.flat,550x550,075,f.african-tribal-ladies[1].jpg	241030
Jamaican	Proverbs	NULL	NULL	NULL	jamaican-art[1].jpg	241032
Japanese	Proverbs	NULL	NULL	NULL	japanese_garden5[1].jpg	241034
Jewish	Proverbs	NULL	NULL	NULL	mzl.phuvpgcy.320x480-75[1].jpg	241063
Kigezi	Proverb	NULL	NULL	NULL	Kigezi+Ndoto+cast[1].jpg	241070
Korean	Proverbs	NULL	NULL	NULL	400px-Korean.dance-Taepyeongmu-01[1].jpg	241072
Laotian	Proverbs	NULL	NULL	NULL	Laos-god[1].jpg	241074
Latin	Proverbs	NULL	NULL	NULL	196564-latin_proverb_most[1].jpg	241076
Lebanese	Proverbs	NULL	NULL	NULL	1993476-Travel_Picture-Lebanese_United_Under_One_Flag_LEBANON_FREE[1].jpg	241139
Madagascan	Proverbs	NULL	NULL	NULL	webdisplayBaobabtreesinMadagascar1[1].jpg	241141
